record_type,holding_month,signal_month,thesis_name,thesis_label,role,candidate_id,candidate_label,params_label,anchor_trade_date,next_execution_date,position,security_id,ticker_local,eodhd_symbol,company_name,country_code,exchange_group,currency,signal_score,asof_trade_date,anchor_close_sek,median_daily_value_60d_sek,market_cap_sek,order_notional_sek,target_weight,adv_participation_ratio,data_status,one_way_cost_bps,action,gross_return,trade_cost,net_return
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,6,ABB.ST,ABB,ABB.ST,ABB Ltd,SE,Nasdaq Stockholm,SEK,0.8279277509045477,2026-05-29T00:00:00,988.4,403696423.2,,16666.666666666668,0.06666666666666667,4.128514821745061e-05,fresh,27.749999999999996,enter,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,7,NKT.CO,NKT,NKT.CO,NKT A/S,DK,Nasdaq Copenhagen,DKK,0.755846585594012,2026-05-29T00:00:00,1477.476,198045227.7823,,16666.666666666668,0.06666666666666667,8.415586102881206e-05,fresh,52.75000000000001,hold,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,8,DNORD.CO,DNORD,DNORD.CO,Dampskibsselskabet Norden AS,DK,Nasdaq Copenhagen,DKK,0.7392489982128452,2026-05-29T00:00:00,426.954528,30197258.355426,,16666.666666666668,0.06666666666666667,0.0005519264851960282,fresh,65.25,hold,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,9,LUG.ST,LUG,LUG.ST,Lundin Gold Inc,SE,Nasdaq Stockholm,SEK,0.7226794186644914,2026-05-29T00:00:00,601.4,108725765.2,,16666.666666666668,0.06666666666666667,0.00015329086565643842,fresh,27.749999999999996,hold,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,10,JYSK.CO,JYSK,JYSK.CO,Jyske Bank A/S,DK,Nasdaq Copenhagen,DKK,0.6924276313760271,2026-05-29T00:00:00,1323.24192,118712830.468365,,16666.666666666668,0.06666666666666667,0.0001403948216962787,fresh,52.75000000000001,hold,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,11,BOL.ST,BOL,BOL.ST,Boliden AB,SE,Nasdaq Stockholm,SEK,0.658646609119669,2026-05-29T00:00:00,575.8,633337826.9,,16666.666666666668,0.06666666666666667,2.6315602761712557e-05,fresh,27.749999999999996,enter,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,12,BIOA-B.ST,BIOA-B,BIOA-B.ST,BioArctic AB (publ),SE,Nasdaq Stockholm,SEK,0.6520408163265281,2026-05-29T00:00:00,352.4,46698109.5,,16666.666666666668,0.06666666666666667,0.00035690238523824325,fresh,40.25,hold,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,13,MTRS.ST,MTRS,MTRS.ST,Munters Group AB,SE,Nasdaq Stockholm,SEK,0.632221909475871,2026-05-29T00:00:00,193.8,66304080.125,,16666.666666666668,0.06666666666666667,0.0002513671351030853,fresh,27.749999999999996,hold,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,14,ALK-B.CO,ALK-B,ALK-B.CO,ALK-Abelló A/S,DK,Nasdaq Copenhagen,DKK,0.5802026192241125,2026-05-29T00:00:00,386.30592,66925892.39629201,,16666.666666666668,0.06666666666666667,0.0002490316687594901,fresh,52.75000000000001,enter,,,
current,2026-06,2026-05,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-05-29T00:00:00,2026-06-01T00:00:00,15,FLS.CO,FLS,FLS.CO,FLSmidth & Co.,DK,Nasdaq Copenhagen,DKK,0.5359603639398833,2026-05-29T00:00:00,725.76504,77534962.953003,,16666.666666666668,0.06666666666666667,0.0002149567889362247,fresh,52.75000000000001,enter,,,
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,1,LUG.ST,LUG,LUG.ST,Lundin Gold Inc,SE,Nasdaq Stockholm,SEK,2.541773984446624,2026-01-30T00:00:00,701.0,242416040.5,,16666.666666666668,0.06666666666666667,6.875232609315169e-05,fresh,27.749999999999996,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,2,SAAB-B.ST,SAAB-B,SAAB-B.ST,Saab AB (publ),SE,Nasdaq Stockholm,SEK,1.310091062805106,2026-01-30T00:00:00,693.3,1074310175.05,,16666.666666666668,0.06666666666666667,1.551383115764586e-05,fresh,27.749999999999996,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,3,LUMI.ST,LUMI,LUMI.ST,Lundin Mining Corporation,SE,Nasdaq Stockholm,SEK,1.1468336065344582,2026-01-30T00:00:00,229.0,108848321.5,,16666.666666666668,0.06666666666666667,0.00015311826987306063,fresh,27.749999999999996,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,4,BEIA-B.ST,BEIA-B,BEIA-B.ST,Beijer Alma AB (publ),SE,Nasdaq Stockholm,SEK,0.847420176825983,2026-01-30T00:00:00,264.5,10032419.5,,16666.666666666668,0.06666666666666667,0.0016612808771270648,fresh,59.0,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,5,JYSK.CO,JYSK,JYSK.CO,Jyske Bank A/S,DK,Nasdaq Copenhagen,DKK,0.7826282744068744,2026-01-30T00:00:00,1292.62905,112050139.53924999,,16666.666666666668,0.06666666666666667,0.00014874293539659993,fresh,52.75000000000001,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,6,PAAL-B.CO,PAAL-B,PAAL-B.CO,Per Aarsleff Holding A/S,DK,Nasdaq Copenhagen,DKK,0.7823549383909867,2026-01-30T00:00:00,1266.56514,23048750.3915,,16666.666666666668,0.06666666666666667,0.000723105000643031,fresh,65.25,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,7,VWS.CO,VWS,VWS.CO,Vestas Wind Systems A/S,DK,Nasdaq Copenhagen,DKK,0.7796767924852135,2026-01-30T00:00:00,270.008019,562949305.3571041,,16666.666666666668,0.06666666666666667,2.960598140554459e-05,fresh,52.75000000000001,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,8,ISS.CO,ISS,ISS.CO,ISS A/S,DK,Nasdaq Copenhagen,DKK,0.6879866950588314,2026-01-30T00:00:00,336.71754,92413818.45504,,16666.666666666668,0.06666666666666667,0.00018034820923209794,fresh,52.75000000000001,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,9,DANSKE.CO,DANSKE,DANSKE.CO,Danske Bank A/S,DK,Nasdaq Copenhagen,DKK,0.6637256272610799,2026-01-30T00:00:00,452.94849,414479872.6080179,,16666.666666666668,0.06666666666666667,4.021103983118783e-05,fresh,52.75000000000001,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,10,BOL.ST,BOL,BOL.ST,Boliden AB,SE,Nasdaq Stockholm,SEK,0.6592592592592574,2026-01-30T00:00:00,626.6,547965011.2,,16666.666666666668,0.06666666666666667,3.0415567282604388e-05,fresh,27.749999999999996,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,11,SSAB-B.ST,SSAB-B,SSAB-B.ST,SSAB AB (publ),SE,Nasdaq Stockholm,SEK,0.6551032661258112,2026-01-30T00:00:00,73.62,204970480.97,,16666.666666666668,0.06666666666666667,8.131252162649726e-05,fresh,27.749999999999996,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,12,SWED-A.ST,SWED-A,SWED-A.ST,Swedbank AB (publ),SE,Nasdaq Stockholm,SEK,0.6067361916550509,2026-01-30T00:00:00,346.7,608080590.6,,16666.666666666668,0.06666666666666667,2.7408647676488866e-05,fresh,27.749999999999996,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,13,ALSYDB.CO,ALSYDB,ALSYDB.CO,AL Sydbank A/S,DK,Nasdaq Copenhagen,DKK,0.594559099437147,2026-01-30T00:00:00,805.16349,85857302.95794001,,16666.666666666668,0.06666666666666667,0.00019412054761178994,fresh,52.75000000000001,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,14,SAND.ST,SAND,SAND.ST,Sandvik AB,SE,Nasdaq Stockholm,SEK,0.5771659023328375,2026-01-30T00:00:00,351.7,532366734.40000004,,16666.666666666668,0.06666666666666667,3.1306739489368565e-05,fresh,27.749999999999996,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-02,2026-01,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-01-30T00:00:00,2026-02-02T00:00:00,15,BIOA-B.ST,BIOA-B,BIOA-B.ST,BioArctic AB (publ),SE,Nasdaq Stockholm,SEK,0.5578947368421012,2026-01-30T00:00:00,319.0,49946318.2,,16666.666666666668,0.06666666666666667,0.00033369159664438825,fresh,40.25,enter,0.04689273747048999,0.004150000000000001,0.04274273747048999
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,1,SAAB-B.ST,SAAB-B,SAAB-B.ST,Saab AB (publ),SE,Nasdaq Stockholm,SEK,1.895509345998216,2026-02-27T00:00:00,653.4,1103612829.65,,16666.666666666668,0.06666666666666667,1.5101914565411799e-05,fresh,27.749999999999996,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,2,LUG.ST,LUG,LUG.ST,Lundin Gold Inc,SE,Nasdaq Stockholm,SEK,1.643321476085236,2026-02-27T00:00:00,844.5,230672158.75,,16666.666666666668,0.06666666666666667,7.225261495354461e-05,fresh,27.749999999999996,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,3,LUMI.ST,LUMI,LUMI.ST,Lundin Mining Corporation,SE,Nasdaq Stockholm,SEK,1.5952063447972678,2026-02-27T00:00:00,289.6,134160040.8,,16666.666666666668,0.06666666666666667,0.0001242297376125028,fresh,27.749999999999996,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,4,PAAL-B.CO,PAAL-B,PAAL-B.CO,Per Aarsleff Holding A/S,DK,Nasdaq Copenhagen,DKK,0.965800752208519,2026-02-27T00:00:00,1141.816,26929024.004880004,,16666.666666666668,0.06666666666666667,0.0006189109068210709,fresh,65.25,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,5,VWS.CO,VWS,VWS.CO,Vestas Wind Systems A/S,DK,Nasdaq Copenhagen,DKK,0.9498868873963637,2026-02-27T00:00:00,231.86001149999998,623328203.595494,,16666.666666666668,0.06666666666666667,2.673818795705003e-05,fresh,52.75000000000001,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,6,BOL.ST,BOL,BOL.ST,Boliden AB,SE,Nasdaq Stockholm,SEK,0.8794241151769631,2026-02-27T00:00:00,717.4,774994818.1,,16666.666666666668,0.06666666666666667,2.1505520136930923e-05,fresh,27.749999999999996,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,7,JYSK.CO,JYSK,JYSK.CO,Jyske Bank A/S,DK,Nasdaq Copenhagen,DKK,0.8349907557140779,2026-02-27T00:00:00,1353.765595,120511687.825715,,16666.666666666668,0.06666666666666667,0.00013829917219954747,fresh,52.75000000000001,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,8,ISS.CO,ISS,ISS.CO,ISS A/S,DK,Nasdaq Copenhagen,DKK,0.7932172869147653,2026-02-27T00:00:00,321.13575000000003,108839709.55251,,16666.666666666668,0.06666666666666667,0.00015313038536386202,fresh,52.75000000000001,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,9,NKT.CO,NKT,NKT.CO,NKT A/S,DK,Nasdaq Copenhagen,DKK,0.7115623704931608,2026-02-27T00:00:00,1169.647765,141605177.1987625,,16666.666666666668,0.06666666666666667,0.00011769814491508802,fresh,52.75000000000001,enter,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,10,MAERSK-B.CO,MAERSK-B,MAERSK-B.CO,A.P. Møller - Mærsk A/S,DK,Nasdaq Copenhagen,DKK,0.6081920708116406,2026-02-27T00:00:00,22372.45725,387112799.29355,,16666.666666666668,0.06666666666666667,4.3053773207917705e-05,fresh,52.75000000000001,enter,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,11,SAND.ST,SAND,SAND.ST,Sandvik AB,SE,Nasdaq Stockholm,SEK,0.5909467709327145,2026-02-27T00:00:00,399.4,736460477.7,,16666.666666666668,0.06666666666666667,2.2630768617370256e-05,fresh,27.749999999999996,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,12,DANSKE.CO,DANSKE,DANSKE.CO,Danske Bank A/S,DK,Nasdaq Copenhagen,DKK,0.5898916583389706,2026-02-27T00:00:00,471.14182700000003,425026310.2877345,,16666.666666666668,0.06666666666666667,3.921325871658077e-05,fresh,52.75000000000001,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,13,ALSYDB.CO,ALSYDB,ALSYDB.CO,AL Sydbank A/S,DK,Nasdaq Copenhagen,DKK,0.5895526344467641,2026-02-27T00:00:00,807.83482,90136327.17662999,,16666.666666666668,0.06666666666666667,0.00018490510084803968,fresh,52.75000000000001,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,14,SWED-A.ST,SWED-A,SWED-A.ST,Swedbank AB (publ),SE,Nasdaq Stockholm,SEK,0.5681756750803915,2026-02-27T00:00:00,347.8,722878564.9,,16666.666666666668,0.06666666666666667,2.3055970222290745e-05,fresh,27.749999999999996,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-03,2026-02,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-02-27T00:00:00,2026-03-02T00:00:00,15,BEIA-B.ST,BEIA-B,BEIA-B.ST,Beijer Alma AB (publ),SE,Nasdaq Stockholm,SEK,0.5288995780733543,2026-02-27T00:00:00,248.5,11916688.0,,16666.666666666668,0.06666666666666667,0.0013985988948159646,fresh,59.0,hold,-0.005982781194135043,0.0010733333333333335,-0.007056114527468376
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,1,LUMI.ST,LUMI,LUMI.ST,Lundin Mining Corporation,SE,Nasdaq Stockholm,SEK,2.3921315472150804,2026-03-31T00:00:00,225.0,176473896.60000002,,16666.666666666668,0.06666666666666667,9.444267388985996e-05,fresh,27.749999999999996,hold,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,2,LUG.ST,LUG,LUG.ST,Lundin Gold Inc,SE,Nasdaq Stockholm,SEK,1.9366343669652788,2026-03-31T00:00:00,713.5,180954923.5,,16666.666666666668,0.06666666666666667,9.210396901229752e-05,fresh,27.749999999999996,hold,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,3,SAAB-B.ST,SAAB-B,SAAB-B.ST,Saab AB (publ),SE,Nasdaq Stockholm,SEK,1.0533777913840732,2026-03-31T00:00:00,617.4,1187226792.0,,16666.666666666668,0.06666666666666667,1.4038317513530867e-05,fresh,27.749999999999996,hold,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,4,BOL.ST,BOL,BOL.ST,Boliden AB,SE,Nasdaq Stockholm,SEK,0.9079787234042533,2026-03-31T00:00:00,485.7,832754830.5,,16666.666666666668,0.06666666666666667,2.0013893713062848e-05,fresh,27.749999999999996,hold,0.00223446857050554,0.003845,-0.00161053142949446
history,2026-04,2026-03,ex_norway,Ex-Norway (Sweden and Denmark only) [n15 / trend_filter / ma10],shadow,l12_s1_n15_strat=trend_filter,n15 / trend_filter / ma10,L=12 / skip=1 / top_n=15 / strat=trend_filter / trend_ma=10,2026-03-31T00:00:00,2026-04-01T00:00:00,5,SAND.ST,SAND,SAND.ST,Sandvik AB,SE,Nasdaq Stockholm,SEK,0.7857587814484361,2026-03-31T00:00:00,357.4,877231227.0,,16666.666666666668,0.06666666666666667,1.8999171659294647e-05,fresh,27.749999999999996,hold,0.00223446857050554,0.003845,-0.00161053142949446
