ma_window,rank,candidate_id,median_validation_sharpe,overall_sharpe,max_drawdown,total_return,bootstrap_ci_low,deflated_sharpe_score,fold_pass_count,gate_bootstrap,gate_deflated_sharpe,gate_negative_controls,selected
12,1,l12_s1_n8_strat=trend_filter_ma12,2.0958692422708523,1.665441779755531,0.14839032301341937,12.596908797223596,1.0060045068910752,0.43578035170806895,4,True,True,True,True
10,2,l12_s1_n8_strat=trend_filter_ma10,1.9474345213820126,1.5988403079003077,0.14839032301341915,10.523471680209223,0.8966816656238885,0.41590058435593935,4,True,True,True,False
